Fiscal Year Closed,Release Month & Year,Closure Type,Race - Ethnicity,Sex,Age at Closure,Institution Name ,Convicting Offense,Convicting Offense Classification,Zip Code of Work Unit Region,Convicting Offense Description,Convicting Offense Type,Convicting Offense Subtype,Months Served
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,48,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,"52641(40.988278, -91.57896)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,15.86
2017,08/01/2016 12:00:00 AM,Paroled to Detainer - INS,White - Hispanic,Male,36,Clarinda Correctional Facility,708.2(4),D Felony,"51632(40.747654, -95.045654)",ASSAULT - SERIOUS INJURY,Violent,Assault,7.66
2017,08/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Hispanic,Male,34,Iowa Medical & Classification Center,713.6A,D Felony,"52241(41.694462, -91.58569)",BURGLARY 3RD DEGREE,Property,Burglary,6.25
2017,08/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,43,North Central Correctional Facility,124.401(1)(c)(6),C Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,31.25
2017,01/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,25,North Central Correctional Facility,713.5,C Felony,"50579(42.394184, -94.640946)",BURGLARY 2ND DEGREE,Property,Burglary,11.55
2017,01/01/2017 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Male,45,Iowa Medical & Classification Center,321J.2(C),D Felony,"52241(41.694462, -91.58569)",OPER VEH wH INT (OwI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OwI,2.47
2017,06/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,21,North Central Correctional Facility,711.3,C Felony,"50579(42.394184, -94.640946)","ROBBERY 2ND DEGREE, 85%",Violent,Robbery,47.04
2017,04/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,33,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,"52641(40.988278, -91.57896)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,11.68
2017,08/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,31,North Central Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,10.56
2017,07/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,North Central Correctional Facility,124.401(1)(c)(6),C Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,17.7
2017,10/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,40,Clarinda Correctional Facility,714.2(2),D Felony,"51632(40.747654, -95.045654)",THEFT 2ND DEGREE,Property,Theft,13.03
2017,12/01/2016 12:00:00 AM,Work Release Granted,Amercian Indian or Alaska Native - Non-Hispanic,Male,27,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,16.97
2017,07/01/2016 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,27,Mount Pleasant Correctional Facility,908.5(2)A,Aggravated Misdemeanor,"52641(40.988278, -91.57896)",SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Violent,Other Criminal,23.75
2017,03/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,38,North Central Correctional Facility,124.401(1)(c)(6),C Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,7.43
2017,01/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,33,Mount Pleasant Correctional Facility,708.4(2),D Felony,"52641(40.988278, -91.57896)",wILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,11.22
2017,06/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,60,Mount Pleasant Correctional Facility,124.401(1E),Felony - Enhancement to Original Penalty,"52641(40.988278, -91.57896)",Proh Acts-Firearm Poss/Control-2X Penalty Enh,Drug,Trafficking,118.19
2017,02/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,44,Fort Dodge Correctional Facility,321.279(3),D Felony,"50501(42.494187, -94.188076)",ELUDING,Public Order,Traffic,16.05
2017,02/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,35,Clarinda Correctional Facility,714.2(1),C Felony,"51632(40.747654, -95.045654)",THEFT 1ST DEGREE,Property,Theft,13.39
2017,08/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Female,32,Iowa Correctional Institution for women,714.7,Aggravated Misdemeanor,"50169(41.658201, -93.356797)",OPERATE VEHICLE NO CONSENT,Property,Theft,2.96
2017,08/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,Black - Non-Hispanic,Female,21,Iowa Correctional Institution for women,714.2(2),D Felony,"50169(41.658201, -93.356797)",THEFT 2ND DEGREE,Property,Theft,5.95
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,26,Iowa State Penitentiary,714.2(1),C Felony,"52627(40.651925, -91.34727)",THEFT 1ST DEGREE,Property,Theft,8.95
2017,09/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,34,Iowa Correctional Institution for women,124.401(1)(b)(7),B Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,6.88
2017,10/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,44,Clarinda Correctional Facility,711.3,C Felony,"51632(40.747654, -95.045654)","ROBBERY 2ND DEGREE, 85%",Violent,Robbery,80.63
2017,03/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,47,Newton Correctional Facility,711.3,C Felony,"50208(41.707788, -93.035318)",ROBBERY - 2ND DEGREE - 85%,Violent,Robbery,6.12
2017,12/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,34,North Central Correctional Facility,714.2(2),D Felony,"50579(42.394184, -94.640946)",THEFT 2ND DEGREE,Property,Theft,10.33
2017,01/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,32,North Central Correctional Facility,714.2(1),C Felony,"50579(42.394184, -94.640946)",THEFT 1ST DEGREE,Property,Theft,14.34
2017,07/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,51,Fort Dodge Correctional Facility,321J.2(B),Aggravated Misdemeanor,"50501(42.494187, -94.188076)",OPER VEH wH INT (OwI) / AGR MISD / 2ND OFF -,Public Order,OwI,13.39
2017,09/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,49,Mount Pleasant Correctional Facility,709.3,B Felony,"52641(40.988278, -91.57896)",SEXUAL ABUSE 2ND DEGREE,Violent,Sex,255.59
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,30,Iowa Correctional Institution for women,124.401(1)(c)(6),C Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,13.55
2017,10/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Iowa State Penitentiary,124.401(1)(c)(6),C Felony,"52627(40.651925, -91.34727)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,5.69
2017,09/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,22,Fort Dodge Correctional Facility,708.6(1),C Felony,"50501(42.494187, -94.188076)",INTIMIDATION wITH A DANGEROUS wEAPON,Violent,Assault,9.57
2017,07/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,53,Mount Pleasant Correctional Facility,713.5,C Felony,"52641(40.988278, -91.57896)",BURGLARY 2ND DEGREE,Property,Burglary,9.18
2017,10/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,52,Mount Pleasant Correctional Facility,707.6A(1),B Felony,"52641(40.988278, -91.57896)",VEH. HOMICIDE/OwI 321J.2,Violent,Murder/Manslaughter,58.52
2017,07/01/2016 12:00:00 AM,Work Release Granted,Amercian Indian or Alaska Native - Non-Hispanic,Male,34,North Central Correctional Facility,713.3,B Felony,"50579(42.394184, -94.640946)",BURGLARY 1ST DEGREE,Violent,Other Violent,10.3
2017,09/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,28,Fort Dodge Correctional Facility,711.3,C Felony,"50501(42.494187, -94.188076)","ROBBERY 2ND DEGREE, 85%",Violent,Robbery,81.02
2017,06/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,28,Mount Pleasant Correctional Facility,124.401(5)(c),D Felony,"52641(40.988278, -91.57896)",Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,8.52
2017,03/01/2017 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Male,40,Fort Dodge Correctional Facility,"124.401(5),B",Aggravated Misdemeanor,"50501(42.494187, -94.188076)",Proh Acts-Poss w/o Prescription - 2nd Offense,Drug,Drug Possession,6.91
2017,03/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,36,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,"52641(40.988278, -91.57896)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,14.7
2017,12/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,40,Clarinda Correctional Facility,321.561,Aggravated Misdemeanor,"51632(40.747654, -95.045654)",DRIVING wHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,4.41
2017,12/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,38,Clarinda Correctional Facility,713.6A,D Felony,"51632(40.747654, -95.045654)",BURGLARY 3RD DEGREE,Property,Burglary,6.97
2017,12/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,22,Mount Pleasant Correctional Facility,714.2(3),Aggravated Misdemeanor,"52641(40.988278, -91.57896)",THEFT 3RD DEGREE,Property,Theft,8.75
2017,09/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,32,Iowa Correctional Institution for women,714.2(2),D Felony,"50169(41.658201, -93.356797)",THEFT 2ND DEGREE,Property,Theft,6.55
2017,09/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Female,52,Iowa Correctional Institution for women,715A.6(2)(B),D Felony,"50169(41.658201, -93.356797)","UNAUTH. USE OF CREDIT CARD, GREATER THAN $1K, LESS THAN $10K",Property,Forgery/Fraud,18.22
2017,12/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for women,124.401(1)(b)(7),B Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,21.97
2017,10/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,55,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,11.97
2017,01/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,36,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,8.78
2017,12/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,38,Fort Dodge Correctional Facility,124.401(1)(c)(3),C Felony,"50501(42.494187, -94.188076)","Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking,17.14
2017,03/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,46,Iowa Correctional Institution for women,719.1(1)(f),D Felony,"50169(41.658201, -93.356797)",Interference w/Official Acts-Inflict Serious Injury,Violent,Assault,7.04
2017,12/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,26,Fort Dodge Correctional Facility,124.401(1)(c)(3),C Felony,"50501(42.494187, -94.188076)","Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking,13.62
2017,06/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,21.15
2017,08/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,25,Mount Pleasant Correctional Facility,714.2(1),C Felony,"52641(40.988278, -91.57896)",THEFT 1ST DEGREE,Property,Theft,17.27
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Anamosa State Penitentiary,711.3,C Felony,"52205(42.112167, -91.282703)","ROBBERY 2ND DEGREE, 85%",Violent,Robbery,105.26
2017,03/01/2017 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Female,29,Iowa Correctional Institution for women,715A.6(2),Aggravated Misdemeanor,"50169(41.658201, -93.356797)",UNAUTHORIZED USE OF CREDIT CARDS,Property,Forgery/Fraud,5.86
2017,08/01/2016 12:00:00 AM,Work Release Granted,Amercian Indian or Alaska Native - Non-Hispanic,Male,19,Clarinda Correctional Facility,713.6A,D Felony,"51632(40.747654, -95.045654)",BURGLARY 3RD DEGREE,Property,Burglary,9.44
2017,03/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,38,Mount Pleasant Correctional Facility,714.2(1),C Felony,"52641(40.988278, -91.57896)",THEFT 1ST DEGREE,Property,Theft,16.51
2017,08/01/2016 12:00:00 AM,Work Release Granted,White - Hispanic,Female,39,Iowa Correctional Institution for women,321.561,Aggravated Misdemeanor,"50169(41.658201, -93.356797)",DRIVING wHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,4.51
2017,12/01/2016 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Male,40,Newton Correctional Facility,124.401(5)(c),D Felony,"50208(41.707788, -93.035318)",Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,7.53
2017,01/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,25,Fort Dodge Correctional Facility,124.401(1)(c)(2)(b),C Felony,"50501(42.494187, -94.188076)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking,13.16
2017,03/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,30,Clarinda Correctional Facility,908.5(2)B,D Felony,"51632(40.747654, -95.045654)",SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,12.93
2017,09/01/2016 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Male,29,North Central Correctional Facility,321.561,Aggravated Misdemeanor,"50579(42.394184, -94.640946)",DRIVING wHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,13.29
2017,04/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,32,Fort Dodge Correctional Facility,908.5(2)A,Aggravated Misdemeanor,"50501(42.494187, -94.188076)",SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,23.22
2017,11/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,33,Fort Dodge Correctional Facility,124.401A,Felony - Enhancement to Original Penalty,"50501(42.494187, -94.188076)",DISTRIB. CONTR SUB ON CERTAIN REAL PROP/ENHANCED PENALTY (ADD 5 YR),Drug,Trafficking,21.64
2017,07/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,49,Clarinda Correctional Facility,908.5(2)B,D Felony,"51632(40.747654, -95.045654)",SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,27.24
2017,06/01/2017 12:00:00 AM,Work Release Granted,Asian or Pacific Islander- Non-Hispanic,Male,22,North Central Correctional Facility,714.2(1),C Felony,"50579(42.394184, -94.640946)",THEFT 1ST DEGREE,Property,Theft,5.07
2017,05/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,27,Iowa Correctional Institution for women,714.2(2),D Felony,"50169(41.658201, -93.356797)",THEFT 2ND DEGREE,Property,Theft,8.03
2017,02/01/2017 12:00:00 AM,Work Release Granted,Black - Hispanic,Male,25,Fort Dodge Correctional Facility,714.2(1),C Felony,"50501(42.494187, -94.188076)",THEFT 1ST DEGREE,Property,Theft,20.26
2017,11/01/2016 12:00:00 AM,Paroled to Detainer - U.S. Marshall,Black - Non-Hispanic,Male,53,Clarinda Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"51632(40.747654, -95.045654)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,44.97
2017,06/01/2017 12:00:00 AM,Work Release Granted,Amercian Indian or Alaska Native - Non-Hispanic,Male,37,North Central Correctional Facility,711.2,B Felony,"50579(42.394184, -94.640946)",ROBBERY - 1ST DEGREE - 85%,Violent,Robbery,6.41
2017,05/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,32,Mount Pleasant Correctional Facility,724.26,D Felony,"52641(40.988278, -91.57896)","REC. TRANSP, POS. FIREARM FELON",Public Order,weapons,2.93
2017,01/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,26,North Central Correctional Facility,713.5,C Felony,"50579(42.394184, -94.640946)",BURGLARY 2ND DEGREE,Property,Burglary,14.93
2017,04/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,46,Mount Pleasant Correctional Facility,714.2(1),C Felony,"52641(40.988278, -91.57896)",THEFT 1ST DEGREE,Property,Theft,14.54
2017,06/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for women,714.2(2),D Felony,"50169(41.658201, -93.356797)",THEFT 2ND DEGREE,Property,Theft,5.99
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,20,Mount Pleasant Correctional Facility,713.6A,D Felony,"52641(40.988278, -91.57896)",BURGLARY 3RD DEGREE,Property,Burglary,9.38
2017,02/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,31,Fort Dodge Correctional Facility,709.8(1),C Felony,"50501(42.494187, -94.188076)",Lascivious Acts with A Child - Life Special Sentence,Violent,Sex,117.3
2017,11/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,24,Iowa Correctional Institution for women,713.3,B Felony,"50169(41.658201, -93.356797)",BURGLARY 1ST DEGREE,Violent,Other Violent,14.24
2017,01/01/2017 12:00:00 AM,Work Unit - Prison to Field,Black - Non-Hispanic,Male,36,Newton Correctional Facility,903B.1,Special Sentence 2005,"50208(41.707788, -93.035318)",Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex,90.49
2017,06/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,23,Fort Dodge Correctional Facility,713.5,C Felony,"50501(42.494187, -94.188076)",BURGLARY 2ND DEGREE,Property,Burglary,8.95
2017,05/01/2017 12:00:00 AM,Paroled to Detainer - Out of State,Black - Non-Hispanic,Male,39,Fort Dodge Correctional Facility,715A.2(2)a,D Felony,"50501(42.494187, -94.188076)",FORGERY,Property,Forgery/Fraud,22.4
2017,10/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,24,Clarinda Correctional Facility,714.7,Aggravated Misdemeanor,"51632(40.747654, -95.045654)",OPERATE VEHICLE NO CONSENT,Property,Theft,3.72
2017,06/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Female,31,Iowa Correctional Institution for women,908.5(2)A,Aggravated Misdemeanor,"50169(41.658201, -93.356797)",SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,13.42
2017,07/01/2016 12:00:00 AM,Paroled W/Immediate Discharge,White - Non-Hispanic,Male,52,Newton Correctional Facility,714.7,Aggravated Misdemeanor,"50208(41.707788, -93.035318)",OPERATE VEHICLE NO CONSENT,Property,Theft,6.81
2017,01/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,33,Iowa Correctional Institution for women,"124.401(5),B",Aggravated Misdemeanor,"50169(41.658201, -93.356797)",Proh Acts-Poss w/o Prescription - 2nd Offense,Drug,Drug Possession,4.54
2017,04/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,36,Mount Pleasant Correctional Facility,716.5,Aggravated Misdemeanor,"52641(40.988278, -91.57896)",CRIMINAL MISCHIEF 3RD DEGREE,Property,Vandalism,8.29
2017,02/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,28,Clarinda Correctional Facility,124.401(5)(c),D Felony,"51632(40.747654, -95.045654)",Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,10.89
2017,02/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,24,Mount Pleasant Correctional Facility,908.5(2)A,Aggravated Misdemeanor,"52641(40.988278, -91.57896)",SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,22.76
2017,12/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,30,North Central Correctional Facility,708.4(2),D Felony,"50579(42.394184, -94.640946)",wILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,15.49
2017,10/01/2016 12:00:00 AM,Work Release Granted,White - Hispanic,Male,20,North Central Correctional Facility,713.6A,D Felony,"50579(42.394184, -94.640946)",BURGLARY 3RD DEGREE,Property,Burglary,8.59
